          (   8,    5) (   7,    7) (   7,    6) (   7,    8) (   8,    8) (   7,    8) (   7,    7) (   7,    7) (   6,    6) (   7,    8)
          (   8,    8) (   8,    7) (   7,    6) (   7,    7) (   7,    7) (   8,    8) (   5,    7) (   6,    8) (   8,    8) (   8,    6)
          (   7,    7) (   8,    7) (   8,    8) (   8,    6) (   6,    6) (   7,    7) (   7,    7) (   7,    8) (   5,    7) (   8,    5)
          (   7,    8) (   7,    7) (   8,    8) (   7,    8) (   6,    8) (   7,    6) (   7,    8) (   8,    7) (   7,    7) (   8,    7)
          (   8,    7) (   7,    8) (   6,    8) (   7,    8) (   8,    8) (   7,    6) (   7,    6) (   8,    6) (   8,    8) (   8,    6)
          (   6,    8) (   6,    7) (   7,    6) (   8,    6) (   6,    6) (   6,    8) (   8,    7) (   7,    8) (   5,    6) (   7,    8)
          (   7,    8) (   7,    7) (   6,    8) (   8,    8) (   8,    7) (   5,    7) (   6,    7) (   7,    6) (   8,    7) (   6,    7)
          (   8,    8) (   8,    7) (   7,    8) (   5,    7) (   6,    7) (   6,    6) (   7,    7) (   6,    8) (   7,    7) (   7,    7)
          (   5,    7) (   8,    7) (   7,    8) (   7,    7) (   8,    7) (   8,    5) (   6,    7) (   8,    7) (   8,    7) (   7,    7)
          (   7,    7) (   6,    6) (   7,    6) (   6,    8) (   8,    7) (   7,    7) (   7,    7) (   8,    8) (   7,    6) (   8,    8)
          (   7,    8) (   7,    7) (   8,    8) (   8,    7) (   7,    7) (   7,    7) (   7,    5) (   5,    8) (   8,    7) (   7,    7)
          (   7,    8) (   6,    7) (   8,    8) (   7,    7) (   7,    7) (   8,    7) (   7,    7) (   7,    7) (   6,    8) (   7,    7)
          (   7,    7) (   8,    7) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
         
node   1 sent_total   5489  recv_total   5458

node   2  (   1,    0) (   0,    0) (   3,    1) (   7,    3) (   9,    7) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   8,    9) (   9,    8) (   8,    7) (   8,    9) (   9,    9) (   9,    7) (   9,    9) (   8,    9) (   8,    7)
          (   9,    8) (   9,    9) (   8,    8) (   8,    8) (   9,    9) (   8,    7) (   8,    8) (   9,    9) (   8,    7) (   8,    8)
          (   8,    9) (   8,    8) (   9,    6) (   7,    9) (   8,    7) (   7,    8) (   9,    8) (   9,    7) (   8,    7) (   7,    9)
          (   9,    9) (   9,    8) (   9,    8) (   9,    9) (   6,    8) (   8,    9) (   6,    9) (   8,    9) (   9,    8) (   8,    9)
          (   8,    9) (   9,    7) (   9,    9) (   9,    7) (   8,    6) (   9,    6) (   7,    8) (   8,    9) (   9,    9) (   8,    8)
          (   7,    9) (   7,    9) (   9,    6) (   9,    8) (   8,    8) (   8,    8) (   8,    7) (   9,    7) (   9,    7) (   9,    8)
          (   8,    7) (   9,    8) (   7,    6) (   8,    7) (   6,    7) (   6,    8) (   8,    6) (   7,    7) (   6,    7) (   8,    8)
          (   7,    7) (   8,    7) (   8,    6) (   6,    8) (   7,    8) (   7,    8) (   8,    7) (   7,    7) (   7,    8) (   8,    8)
          (   8,    7) (   7,    7) (   7,    8) (   8,    5) (   7,    8) (   7,    7) (   7,    8) (   7,    8) (   7,    7) (   8,    8)
          (   8,    8) (   6,    8) (   8,    7) (   6,    7) (   7,    8) (   8,    7) (   7,    8) (   8,    8) (   8,    7) (   8,    8)
          (   8,    7) (   8,    6) (   7,    8) (   7,    7) (   7,    7) (   5,    5) (   7,    8) (   7,    6) (   7,    8) (   8,    8)
          (   8,    5) (   7,    7) (   7,    7) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   7,    7) (   7,    7) (   7,    7)
          (   7,    7) (   8,    7) (   5,    7) (   6,    6) (   6,    5) (   8,    7) (   8,    7) (   8,    8) (   8,    6) (   7,    8)
          (   6,    7) (   8,    8) (   8,    8) (   7,    6) (   7,    8) (   8,    6) (   7,    8) (   7,    7) (   8,    7) (   7,    8)
          (   8,    7) (   8,    7) (   8,    8) (   8,    8) (   6,    8) (   7,    8) (   8,    8) (   6,    8) (   8,    7) (   6,    8)
          (   8,    7) (   7,    7) (   8,    6) (   6,    7) (   6,    6) (   8,    7) (   8,    7) (   8,    7) (   6,    8) (   7,    8)
          (   8,    7) (   8,    5) (   6,    7) (   6,    7) (   8,    8) (   5,    8) (   7,    8) (   8,    6) (   7,    7) (   7,    6)
          (   6,    8) (   8,    7) (   7,    8) (   8,    7) (   6,    6) (   6,    6) (   7,    8) (   6,    7) (   8,    7) (   8,    8)
          (   8,    7) (   6,    6) (   8,    7) (   8,    7) (   8,    8) (   7,    7) (   7,    6) (   6,    8) (   7,    7) (   7,    8)
          (   7,    7) (   7,    7) (   7,    7) (   6,    7) (   5,    7) (   8,    7) (   7,    7) (   7,    8) (   8,    6) (   7,    8)
          (   8,    7) (   7,    5) (   7,    8) (   8,    8) (   7,    7) (   7,    8) (   8,    8) (   8,    8) (   5,    8) (   8,    7)
          (   7,    6) (   8,    6) (   8,    8) (   7,    8) (   8,    8) (   8,    7) (   6,    8) (   7,    8) (   7,    7) (   7,    7)
          (   7,    7) (   6,    8) (   7,    7) (   8,    7) (   6,    6) (   8,    6) (   8,    8) (   7,    8) (   8,    8) (   7,    8)
          (   6,    8) (   8,    7) (   6,    7) (   8,    7) (   8,    6) (   6,    8) (   7,    7) (   8,    7) (   7,    8) (   8,    8)
          (   8,    8) (   7,    8) (   7,    7) (   7,    8) (   7,    8) (   7,    6) (   8,    7) (   7,    8) (   8,    8) (   6,    7)
          (   8,    7) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
         
node   2 sent_total   5493  recv_total   5473

node   3  (   1,    0) (   0,    0) (   3,    1) (   7,    3) (   9,    7) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   7,    9) (   8,    9) (   8,    9) (   9,    9) (   9,    8) (   9,    9) (   8,    9) (   9,    9)
          (   8,    6) (   9,    6) (   8,    8) (   8,    8) (   8,    9) (   9,    9) (   6,    8) (   7,    7) (   7,    9) (   9,    8)
          (   8,    7) (   8,    9) (   7,    9) (   7,    7) (   8,    9) (   8,    9) (   8,    8) (   8,    8) (   9,    9) (   9,    8)
          (   9,    8) (   6,    8) (   9,    9) (   9,    7) (   8,    9) (   9,    8) (   9,    7) (   9,    8) (   9,    9) (   7,    8)
          (   8,    9) (   8,    8) (   8,    7) (   8,    9) (   7,    8) (   6,    8) (   9,    8) (   9,    8) (   9,    7) (   6,    8)
          (   8,    9) (   7,    9) (   8,    7) (   7,    7) (   7,    7) (   9,    6) (   8,    7) (   9,    6) (   8,    7) (   8,    7)
          (   8,    7) (   8,    8) (   6,    7) (   8,    6) (   8,    7) (   7,    7) (   6,    7) (   7,    7) (   7,    6) (   8,    6)
          (   8,    8) (   6,    7) (   6,    8) (   4,    8) (   6,    8) (   8,    8) (   7,    5) (   8,    6) (   7,    8) (   7,    8)
          (   8,    7) (   6,    8) (   7,    8) (   5,    8) (   7,    6) (   8,    6) (   8,    6) (   7,    7) (   7,    7) (   8,    8)
          (   8,    6) (   8,    7) (   8,    3) (   7,    7) (   7,    7) (   6,    7) (   7,    6) (   8,    7) (   8,    6) (   8,    6)
          (   5,    8) (   6,    7) (   7,    8) (   6,    6) (   6,    7) (   8,    8) (   7,    7) (   7,    6) (   8,    8) (   8,    7)
          (   8,    8) (   8,    8) (   7,    7) (   8,    7) (   7,    6) (   6,    8) (   7,    7) (   8,    8) (   8,    7) (   3,    5)
          (   6,    8) (   8,    6) (   6,    7) (   7,    8) (   8,    8) (   6,    7) (   6,    8) (   7,    8) (   5,    8) (   7,    6)
          (   8,    7) (   8,    7) (   7,    8) (   7,    7) (   8,    8) (   6,    7) (   8,    7) (   8,    7) (   8,    6) (   8,    8)
          (   8,    8) (   5,    7) (   6,    8) (   8,    8) (   8,    8) (   8,    7) (   8,    5) (   8,    7) (   5,    7) (   7,    7)
          (   7,    6) (   7,    7) (   8,    5) (   8,    7) (   7,    8) (   5,    5) (   7,    8) (   8,    6) (   7,    8) (   8,    7)
          (   7,    8) (   7,    7) (   6,    7) (   6,    8) (   8,    7) (   5,    7) (   6,    8) (   8,    6) (   8,    7) (   8,    7)
          (   7,    8) (   7,    7) (   8,    7) (   7,    8) (   7,    7) (   7,    7) (   7,    6) (   7,    7) (   7,    8) (   8,    8)
          (   7,    6) (   8,    8) (   7,    7) (   8,    8) (   7,    7) (   8,    5) (   7,    8) (   7,    8) (   7,    5) (   7,    6)
          (   7,    8) (   7,    7) (   8,    7) (   7,    6) (   6,    7) (   7,    7) (   6,    7) (   7,    8) (   8,    7) (   7,    6)
          (   6,    8) (   8,    8) (   8,    6) (   7,    8) (   8,    6) (   7,    7) (   7,    8) (   7,    7) (   7,    6) (   8,    7)
          (   7,    8) (   8,    8) (   6,    7) (   6,    7) (   7,    6) (   6,    8) (   8,    8) (   7,    6) (   8,    7) (   7,    8)
          (   8,    8) (   8,    7) (   8,    5) (   7,    7) (   8,    8) (   8,    7) (   7,    8) (   6,    8) (   8,    8) (   8,    8)
          (   6,    6) (   5,    7) (   6,    7) (   7,    8) (   7,    7) (   6,    7) (   8,    6) (   8,    8) (   8,    7) (   7,    7)
          (   8,    6) (   8,    8) (   8,    7) (   8,    7) (   7,    5) (   8,    6) (   8,    7) (   8,    6) (   8,    7) (   6,    6)
          (   6,    8) (   8,    3) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
